recall_number,product_description,reason_for_recall,recalling_firm,classification,status,voluntary_mandated,distribution_pattern,code_info,product_type,city,state,country,recall_initiation_date,center_classification_date,report_date,event_id
F-1994-2017,"French's Crispy Jalapenos Net Wt. 5 oz. (141.7g), UPC 0 41500 95309 0, French's Food Company.",Product may contain foreign objects: rocks and metal fragments.,"The French's Food Company, LLC SUBS Reckitt Benckiser",Class II,Terminated,Voluntary: Firm initiated,"Product was distributed to CA, KS, MN, MS, MT, OK, OR, TX, and WA.  Product was shipped to a military distributor on the west coast.","Best by May 25, 2018",Food,Springfield,MO,United States,20170327,20170418,20170426,76864
F-2232-2016,"Pictsweet(R) Seasoned Summer Vegetables, NET WT 12 OZ. (340g), DISTRIBUTED BY THE PICTSWEET COMPANY, BELLS, TN 38305, UPC 7056097622","Possible Listeria Monocytogenes contamination in bulk vegetables supplied by CRF Frozen Foods, LLC used in manufacturing several Pictsweet products.",The Pictsweet Company,Class I,Terminated,Voluntary: Firm initiated,Nationwide,"BEST IF USED BY: Aug 3 2016, Aug 5 2016, Nov 9 2016, Nov 10 2016; with Mfg Code ### # K # #",Food,Bells,TN,United States,20160506,20160914,20160921,74123
F-0202-2022,EveryPlate Meal Kit Product Codes 81-82-84-90-92-95-98-99 from Production Week 32 (production week start date: 08/04/2021),Products contain onions purchased from ProSource and associated with a Salmonella Oranienburg outbreak.,HELLOFRESH US,Class I,Terminated,Voluntary: Firm initiated,Nationwide.,Production Week: 08/04/2021 EveryPlate Product Code: 81-82-84-90-92-95-98-99 (Number sequence may vary),Food,New York,NY,United States,20211022,20211118,20211124,88958
F-1745-2017,"Luqman Cheese, White Cheddar, Net Wt. 8 oz.., Distributed by: Cumberland Valley Creamery, Mechanicsburg, PA",Multiple laboratory analysis found multiple instances where various cheeses exceed allowed limits of generic E. coli.,"Cumberland Valley Creamery, LLC",Class II,Terminated,Voluntary: Firm initiated,"MD, PA","All lots, all codes.",Food,Mechanicsburg,PA,United States,20160607,20170327,20170405,75202
F-0242-2015,"Good Herbs, Inc., FLOWER ESSENCE WILD ROSE, 1 & 4 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Products not manufactured under GMP's,"Good Herbs, Inc.",Class II,Terminated,Voluntary: Firm initiated,"National: AZ, CA, CT, FL, IN, ME, MI, MO, MS, NC, NH, NY, OH, OR, RI, TX, VA & WY  International: None reported","All Lots distributed on or after October 17, 2013",Food,Troy,MI,United States,20140505,20141030,20141105,68421
F-0655-2014,"Grandpas Artichoke Spinach Dip, Product Code 0 11596 55902 5,	1/5 lb;    Archer Farms Artichoke Spinach Dip, Product Code  0 85239 99015 5,	6/11 oz;  Archer Farms Artichoke Spinach Dip, Product Code 0 85239 69053 6,	4/18 oz;    Roundy's Artichoke Spinach Dip, Product Code  0 11596 06170 2,	6/12 oz","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.","Garden-Fresh Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,"CA, IL, IN, MA, MI,MN, MO, OH, PA, WI.",0 11596 55902 5 = 11/15/2013 - 12/13/2013;    0 85239 99015 5 = 11/1/2013;   0 85239 69053 6=11/1/2013;    0 11596 06170 2= 11/8/2013 - 12/15/2013,Food,Milwaukee,WI,United States,20131030,20131202,20131211,66677
F-0827-2013,Garden Fresh Gourmet Nacho Cheese Tortilla Chips  14oz bags,Beginning 11/01/2012 Garden Fresh Gourmet recalled Garden Fresh Nacho Cheese Tortilla chips (exp 11/26/2012) because quality standards of ingredients used in the products were not met.,"Garden Fresh Salsa, Inc.",Class III,Terminated,Voluntary: Firm initiated,"Michigan, Indiana, New Jersey,",14 oz bag UPC 4767131090 Lot 112612  Best By 11/26/12,Food,Ferndale,MI,United States,20121101,20121214,20121226,63663
F-0848-2024,GRANDE     1.5OZ FRESH BOCCONCINI MOZZ 1/3#         SUPC/ITEM # 19132P,The food was not held at an appropriate temperature.  The holding temperature could affect spoilage and potentially support pathogen growth.,Greco Sidari,Class II,Terminated,Voluntary: Firm initiated,"OH, NY & PA","All Lot Codes Distributed between November 26, 2023 and January 5, 2024",Food,Cleveland,OH,United States,20240111,20240205,20240214,93817
F-1204-2014,"Reser's Tuna Salad Supreme, Formula PT.137 packaged in 2/5-lb carton cases. Reser's Fine Foods, Inc., Beaverton, OR.  UPC 071117141382",The recalled products are potentially contaminated with Listeria monocytogenes.,"Reser's Fine Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,"Distribution was made to AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, VA, WI, WV AND WY.   Distribution was also made to Canada.",Use by dates 10/12/13 - 11/27/13.,Food,Beaverton,OR,United States,20131022,20131224,20140101,66563
F-1352-2014,"Phenol Assist, Kirkman brand, Item # 0835-090",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Kirkman Group Inc.,Class II,Terminated,Voluntary: Firm initiated,distributed worldwide,"LOT numbers:  52640015,  53855003,  53855004.",Food,Lake Oswego,OR,United States,20131115,20140102,20140108,66879
F-0136-2017,"MINI DEEP DISH MUSHROOM PIZZA, 200 CT, Prepared by: Kabobs, 54234 North Lake Dr. Lake City, GA 30260.",Product was manufactured with flour recalled due to E. coli O121 contamination.,Kabobs Inc,Class II,Terminated,Voluntary: Firm initiated,"AR, CA, CO, CT, FL, GA, IL,IN, IO, KY, LA, MA, MD, MI, MN, MO, NC, NJ, NY, NV, OK, OH, OR, PA, TN, TX WA, and WI.","Item number: K7954, Lot/Julian Code: PM15M18 / 15352 and PM15M17 / 15351.",Food,Lake City,GA,United States,20160706,20161018,20161026,74686
F-2329-2015,"Oregano, Mediterranean ground, stock code 03355, packaged in 0.2 lb., .75 lb., 0.8 lb., 1 lb., 4 lbs., 10 lbs., 15 lbs., 25 lbs., or 50 lbs. container.    The UPC for 50 lbs. container is 0 23605 03355 6.",Bulk ground oregano is recalled due to contamination with gluten (wheat allergen),"Regency Group, Inc., The",Class II,Terminated,Voluntary: Firm initiated,"distributed in AK, AZ, CA, ID, MT, OR, UT and WA.",Lot 03355-140121,Food,Portland,OR,United States,20150430,20150528,20150603,71141
F-1050-2016,"Blue Ridge Farms Macaroni Salad; 05021  Net Weight: 1 X 10 LB., Keep Refrigerated; Use by: 03/14/16; Lot # 430;   Packed by Winter Gardens Quality Foods, Inc, New Oxford, PA 17350",The supplier of the salad oil used in the above product(s) has voluntarily recalled this raw material due to the potential presence of foreign material.  Winter Gardens is continuing this voluntary recall through the supply chain.,"Winter Gardens Quality Foods, Inc.",Class II,Terminated,Voluntary: Firm initiated,MD  NC  NJ  NY  PA  VA,"Use By: 03/14/216, Lot # 430",Food,New Oxford,PA,United States,20160215,20160408,20160420,73562
F-0526-2018,"Dark Chocolate Pecans Net Wt. 7 oz, Farrell Farms, 200 Gin Road, Goldsboro, NC",Undeclared allergen: Milk,"Farrell Farms, Inc",Class I,Terminated,Voluntary: Firm initiated,NC,"Sold via website between October 16th, 2017 to November 17th, 2017",Food,Goldsboro,NC,United States,20171119,20180105,20180103,78653
F-0559-2014,"Finest Traditions Garden Vegetable Spaghetti, Product Code 10 733147 10196 1,	1/8 lb","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.","Garden-Fresh Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,"CA, IL, IN, MA, MI,MN, MO, OH, PA, WI.",10 733147 10196 1=  11/4/2013 - 11/20/2013; ;,Food,Milwaukee,WI,United States,20131030,20131202,20131211,66677
F-1554-2017,Cashew Clusters 32 oz,Snak King is recalling cashew clusters because it may be contaminated with Salmonella.,Snak King Corporation,Class I,Terminated,Voluntary: Firm initiated,"US (Florida, Atlanta, CA)",Lot 5352533:  Date code on bag 8/30/17  Lot 5353827: Date code on bag 8/31/17  Lot 5354506: Date code on bag 8/31/17  Lot 5355694: Date code on bag 9/1/17  Lot 5355670: Date code on bag 9/1/17  Lot 5356902: Date code on bag 9/2/17,Food,City Of Industry,CA,United States,20170215,20170228,20170308,76502
F-2021-2016,"Devils Food Sheet Cake 8x12 Mega   28.125 lb case 20, 2  2.5oz cakes per case",Products may contain undeclared tree nuts (walnuts).  People who have an allergy or severe sensitivity to tree nuts run the risk of serious or life-threatening allergic reaction if they consume these products.,"Minnie Marie Bakers, Inc. dba Awrey's Bakery",Class I,Terminated,Voluntary: Firm initiated,Ohio,product 6585,Food,Livonia,MI,United States,20160729,20160830,20160907,74845
F-1334-2018,Eggo Homestyle Waffles 24ct 29.6oz    UPC: 38000402807    Target item number: 270-5-49,Shipping container from CA to HI was not held at proper temperature which could cause food items to be contaminated with spoilage organisms or pathogens,Target Corporation,Class II,Terminated,Voluntary: Firm initiated,HI,"All product purchased at  Target store T2780, Honolulu, HI from March 23 through March 27, 2018.",Food,Minneapolis,MN,United States,20180327,20180503,20180509,79663
F-0426-2013,"Cadia All Natural Creamy Peanut Butter No Stir, 18 oz, UPC 815369010993.","Sunland, Inc. is conducting a voluntary limited recall of its Almond, Peanut, and Cashew Butter products and Tahini and Roasted Blanched Peanut Products, manufactured between May 1, 2010 and September 24, 2012, because these products may be contaminated with Salmonella.","Sunland, Incorporated",Class I,Terminated,Voluntary: Firm initiated,National distribution under various brand names including all 50 U.S. States with some international distribution Hong Kong.,"Best-If-Used-By Dates between March 1, 2011 and September 24, 2013.",Food,Portales,NM,United States,20120924,20121023,20121031,63257
F-2258-2019,"Fudge Brownie Cookie, net wt. 2 oz.  The product was distributed frozen and has a 5-day shelf life after being defrosted at the stores.    The label is read in parts: ""***Fudge Brownie Cookie*** Ingredients:  Evaporated cane juice, sunflower oil, almond milk, cocoa powder, chocolate chips, sorhgum flour, tapioca flour, flax meal, vanilla, baking powder, salt***Gluten-Free ***Vegan Foods ***Made by: Whole Flower Farms 29190 hwy 34 Corvallis, OR***"".",Fudge Brownie Cookie product is recalled due to undeclared soy lecithin.,Whole Flower Farms LLC,Class II,Terminated,Voluntary: Firm initiated,distributed in Oregon.,9/6/19  This date represents the production date.,Food,Corvallis,OR,United States,20190917,20190930,20191009,83829
F-0634-2021,Clio No Added Sugar Yogurt Bar Mixed Berry / Peach  50g x 16 (12pc tray). UPC Code: 854021008220,Possible metal fragments in Yogurt Bars,Clio LLC,Class II,Terminated,Voluntary: Firm initiated,Distributed nationwide,110PB1132021 7/4/2021  110PB113PP2021 7/4/2021  110PB114PP2021 7/4/2021  111PB1142021 7/4/2021  117PB1162021 7/4/2021  117PB116PP2021 7/4/2021,Food,Piscataway,NJ,United States,20210515,20210528,20210609,87961
F-2613-2015,Blue Bell Ice Cream Chocolate Chip 3 Gallon,Five patients who were treated in a single hospital in Kansas were infected with one of four rare strains of Listeria monocytogenes.,"Blue Bell Creameries, L.P.",Class I,Terminated,Voluntary: Firm initiated,"FL, GA, SC, NC, VA, OH, KY, TN, AL, MS, IN, IL, MT, AR, LA, TX, Ok, KS, NM, CO, WY, AZ, NV and Bermuda, Belize, Saudia Arabia, Yemen, Oman, UAE, Qatar, Egypt, Jordan, Kuwait, Dominican Republic, Panama, Turks and Caicos, Haiti, Trinadad and Tobago, Puerto Rico, Chile, Peru, China, Mexico, Philippines, Tortola, St. Thomas and St. Croix, Anguilla, St, Kitts and Nevis, Montserrat, and Dominica",all lot codes within expiry,Food,Brenham,TX,United States,20150313,20150619,20150701,70738
F-0979-2018,Name: Trader Joe s Chocolate Chip Cookies SKU 68075  Net Weight: 12 oz. (340g)  Number of units per package: 16 cookies  Package type: Kraft paper bag,"Food & Beverage Inc., dba Chris's Cookies has initiated a recall of Trader Joe s Peanut Butter Sutter s Formula Cookies  (Trader Joes SKU 93307) that was packed in a Trader Joes branded Chocolate Chip Cookie bag, and sent out as Chocolate Chip Cookies.      Please note the Chocolate Chip Cookie bag has a statement on the back that says:  MAY CONTAIN TRACES OF PEANUTS AND TREE NUTS , but since the wrong product packed is based almost completely in peanut this could represent a bigger risk for those who have peanuts allergies. Thus, prompting the firm to error on the side of public safety and initiate a recall.",Food and Beverage Inc.,Class II,Terminated,Voluntary: Firm initiated,"The product was distributed to the following states: CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA,VA, RI, VT",Lot number: 2060; Sell by 031218 thru 031818,Food,Teterboro,NJ,United States,20180312,20180327,20180328,79527
F-0316-2020,"Veggie Pizza Mix, 2.5 lbs, packaged with a small generic white label on a plastic bag for foodservice use.  Contains broccoli florets, cauliflower florets and diced carrots.  Mix meant for putting on flat bread as RTE.",Products are being recalled because they may have the potential to be contaminated with Listeria monocytogenes,"Russ Davis Wholesale, Inc.",Class I,Terminated,Voluntary: Firm initiated,"The firm distributed products to foodservice establishments and retailers in IA, IL, IN, MI, MN, MT, ND, NE, SD, WI, WY.","UPC 795631819731, Sell by 10/10/19 to 11/10/19",Food,Wadena,MN,United States,20191105,20191211,20191127,84222
F-2745-2015,"Epi breads, 12"" French Sub-roll, 36 count per case, Epi breads, 12"" Unsliced French Hoagie, 45 count per case, and 7.75"" French Hoagie, 48 count per case per case, Lavoi Corporation, EPI Breads, 4710 West Ledbetter, Dallas, TX 75236",Undeclared allergen: Bread products were manufactured using raw material (wheat gluten) that was recalled due to undeclared peanut and/or tree nut residue.,Lavoi Corporation d/b/a/ Epi De France,Class II,Terminated,Voluntary: Firm initiated,"AL, AR, AZ, CA, CO, FL, GA, IL, IN, KS, LA, MN, MO, MS, NC, NE, NY, PA, OH, OK, OR, SC, TX, VA, TN UT, and WA.","Reference no. 10048, 10943 and 10947",Food,Atlanta,GA,United States,20150224,20150622,20150701,70581
F-1884-2014,"Jolly Time Microwave popcorn, Extra Butter, 3/3-oz bags/carton. The cartons are packaged 12-cartons/case. Individual carton - UPC 028190008477, on the 12 count case - UPC 10028190008474 and 48 ct shipper with UPC 128190488474    American Pop Corn Company, Sioux City, IA.",The product has the potential to be contaminated with stainless steel metal fragments.,American Pop Corn Co,Class II,Terminated,Voluntary: Firm initiated,"Distribution was made to CA, CO, FL, GA, IA, IL, KS, KY, MA, MI, MO, NE, NJ, NY, OH, OK, OR, PA, SD, TX, WA and WI.",Best By 03/31/15  (Julian date) 4090,Food,Sioux City,IA,United States,20140411,20140423,20140430,68002
F-2264-2017,"Refrigerated, ready-to-eat BAKED KIPPERED SALMON, in 8 oz. vacuum packages, UPC 0200000615659 -- KEEP REFRIGERATED 38 DEGREES or Below --- THE SMOKEHOUSE OF NY , MAMARONECK , NY 10543","The products have the potential to be contaminated with Listeria monocytogenes based on FDA sampling and analysis.  During an FDA inspection, an environmental sample (973983) was collected and submitted to NRL for analysis.  NRL's analysis revealed 37 out of 99 subs were positive for L. monocytogenes including both Zone 1 and Zone 2 locations.","The Smokehouse of New York, LLC.",Class I,Terminated,Voluntary: Firm initiated,"NY, NJ, CT, IL, AL, MN, MT",Lots 82 through 96 (listed on back of packaging) and Sell By Dates of  04/5-19/17,Food,Mamaroneck,NY,United States,20170407,20170530,20170607,76952
F-1090-2013,"40632,  SPECIALTY GRANNY GRAINS BLEND ( WHEAT BRAN, WHEAT, OATS , BARLEY, RYE),  DAKOTA SPECIALTY MILLING, INC., FARGO, ND ,  19 Net WT 40 LBS.",Some flour and flour blends produced at Dakota Specialty Milling have the potential to be contaminated with pliable metal wire mesh fragments from a defective flour sifter.,"Dakota Specialty Milling, Inc",Class II,Terminated,Voluntary: Firm initiated,"AZ, AR, CA, GA, HI, IL, IN, KS, MA, MI, MN, MO, NY, ND, OH, PA, TN, TX, VA, WA, WI.",11161203  11191203,Food,Fargo,ND,United States,20130214,20130312,20130320,64368
F-0062-2013,"Springside Cheese, Cranberry Monterey Jack  Cheese,  55-0172,  V3, August 28, 2012,","Springside Cheese Corp. is recalling cheese produced on August 21, 2012 through September 1, 2012.  This voluntary recall has been initiated because the cheese has the potential to be contaminated with Giardia, a parasite, from an employee illness.",Springside Cheese Corp,Class II,Terminated,Voluntary: Firm initiated,"WI, CO",8.28.3,Food,Oconto Falls,WI,United States,20120907,20121010,20121017,63168
F-0104-2017,Maca,Triceutical Inc. has recalled all dietary supplements due to lack of good manufacturing practices.,Triceutical Inc./Zhang,Class III,Terminated,Voluntary: Firm initiated,"*Domestic* - FL, NY, PA, *International*- China","all lot numbers, all expiration dates",Food,Farmingdale,NY,United States,20141010,20161014,20161026,69241
F-1052-2020,"Little Salad Bar Garden, 12 oz, UPC 4099100082975, Iceberg lettuce, carrots & red cabbage","Ready to Eat salad products containing iceberg lettuce, red cabbage and/or carrot ingredients are recalled due to a possible health risk from Cyclospora.",Fresh Express Incorporated,Class II,Terminated,Voluntary: Firm initiated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV  Foreign: Canada","Product Code  Z122, Z125, Z126, Z128, Z129, Z130, Z132, Z133, Z134, Z135, Z136, Z139, Z140, Z141, Z142, Z143, Z144, Z145, Z148, Z149, Z150, Z153, Z154, Z155, Z156, Z157, Z158, Z160, Z161, Z162, Z163, Z164, Z165, Z167, Z168, Z169. USED BY  or Before 7/3/2020",Food,Windermere,FL,United States,20200619,20200804,20200722,85918
F-1740-2018,"CANDY DESSERT SHELL VANILLA PANIBOIS, 17 Ounce","Whole Foods Market, Inc. has initiated a recall of various bakery products  that was made in there Mid-Atlantic stores and sold between May 25th and July 13th which failed to declare soy flour (soy) as an ingredient.",Whole Foods Market Group Inc.,Class I,Terminated,Voluntary: Firm initiated,"These were made in house at Whole Foods Market locations, in the Mid Atlantic Region. No foreign accounts",24017200000,Food,Rockville,MD,United States,20180713,20180803,20180815,80528
F-1868-2014,"Peanut Butter sold under the following sizes, brands: HONEY CRUNCHY (55204) Peanut Butter in 16 oz tubs with snap on lid.","Various Peanut butters, cheese spreads, cold pack cheese, salsa, cheese balls/logs have the potential to be contaminated with Listeria monocytogenes.",Parkers Farm Inc,Class I,Terminated,Voluntary: Firm initiated,Nationwide.  No distribution outside the US.,Sell by Date before 3/20/2015,Food,Coon Rapids,MN,United States,20140321,20140416,20140423,67806
F-1463-2019,"National Heartland Naturals Premium Quality Pearl Barley  32 oz Plastic Bag, UPC 707966600083","Product was labeled as gluten free by mistake, but the product does contain Gluten.","Bedessee Imports, Inc",Class II,Terminated,Voluntary: Firm initiated,NY & NJ,"196J1-32, JUNE 30,2022",Food,Brooklyn,NY,United States,20190531,20190617,20190626,82996
F-1511-2015,"Guava Sorbet, sold under Snoqualmie brand.  Product is sold in 3 gallon plastic tubs. No UPC.",Guava Sorbet is being recalled due to the potential to be contaminated with Listeria monocytogenes,Snoqualmie Gourmet Ice Cream,Class I,Terminated,Voluntary: Firm initiated,distributed nationwide,"Production date: January 1, 2014 through December 15, 2014.",Food,Snohomish,WA,United States,20141221,20150701,20150708,70075
F-0405-2015,"Good Herbs, Inc., SAW PALMETTO, 4 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Products not manufactured under GMP's,"Good Herbs, Inc.",Class II,Terminated,Voluntary: Firm initiated,"National: AZ, CA, CT, FL, IN, ME, MI, MO, MS, NC, NH, NY, OH, OR, RI, TX, VA & WY  International: None reported","All Lots distributed on or after October 17, 2013",Food,Troy,MI,United States,20140505,20141030,20141105,68422
F-3319-2017,"B93756, BREADER X1@, NET WT 40 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",Product may contain undeclared milk.,Newly Weds Foods Inc,Class II,Terminated,Voluntary: Firm initiated,"Nationwide, Mexico, Canada",Product #B93756; Lot #WN011217E;  WN020817D;  WN031117E;  WN033117D,Food,Chicago,IL,United States,20170503,20170817,20170726,77194
F-1668-2019,"CHOBANI KEY LIME BLENDED LOW FAT GREEK YOGURT - 5.3OZ, UPC:1829001271",Products were not held at an appropriate temperature due to a mechanical malfunction during transportation.,"C & S Wholesale Grocers, Inc.",Class II,Terminated,Voluntary: Firm initiated,"Two Target Stores 1. 98 Veterans Memorial Highway in Commack, New York 2. 160 North Research Place in Central Islip, New York","Exact codes are unknown. The product being recalled was sold on June 17, 2019 at Target Stores in Commack, NY and Central Islip, NY.",Food,Westfield,MA,United States,20190617,20190724,20190731,83178
F-2345-2014,FISH FAMILY FARM INC. & & Shadow Valley Farm brand CHOCOLATE MILK GRADE A PASTEURIZED HOMOGENIZED in a glass half-gallon container,Milk products and cream products may be contaminated with peanuts and tree nuts (pistachio).,Fish Family Farm,Class II,Terminated,Voluntary: Firm initiated,Shadow Valley Farm product distributed to retail stores in CT and MA.  Fish Family Farm Brand Products were only sold at the firm's retail store.,Sell by 6/23/14,Food,Bolton,CT,United States,20140612,20140821,20140827,68538
F-1655-2016,"Frozen chopped onions labeled as:    a) Kroger(R) CHOPPED ONIONS, RECIPE BEGINNINGS(R), NET WT 12 OZ (340g), UPC 11110 89791, DISTRIBUTED BY THE KROGER COMPANY, CINCINNATI, OH 45202    b) PICTSWEET(R) Chopped Onions, recipe helper, NET WT 10 OZ (283g), UPC 70560 96609, DISTRIBUTED BY THE PICTSWEET COMPANY, BELLS, TN 38006",Products contain onions which were recalled for the possibility of Listeria monocytogenes contamination.,The Pictsweet Company,Class I,Terminated,Voluntary: Firm initiated,Nationwide,"a) UPC 11110 89791: Lot Codes:  0896BG, 0896BH, 0896BJ, 0896BK, 0896KA, 0896KB, 0956BA, 0956BB, 0956BC, 0956BD, 0956BG, 0956BJ    b) UPC 70560 96609: Lot Codes:  0826BA, 0826BB, 0826BC, 0826BD, 0826BE, 0826BF, 0826BG, 0826BH, 0906BA, 0906BB",Food,Bells,TN,United States,20160409,20160707,20160713,73853
F-1745-2024,Spice Class brand Ground Cinnamon packed in 7oz and 11oz PET jars,"Product contains elevated levels of lead (2,040ppb).",American Spice LLC,Class II,Terminated,Voluntary: Firm initiated,New York,Expiration date: 12/2026,Food,Jamaica,NY,United States,20240528,20240823,20240904,95061
F-1725-2017,"The product is packaged in a white plastic bottle with green lettering. The label reads in part ""LIFE RISING DHZC-2, blood circulation regulator (lower abdomen), Chinese Herbal Supplement, 60 tablets, life rising to higher well being"", UPC: 616042102727",The dietary supplement contains lead.,Life Rising Corp                                    S,Class I,Terminated,Voluntary: Firm initiated,"This product was shipped to IL, OK, FL, WI, MI, CA, MD, AR and CO. The firm did not ship any product to foreign consignees.",All lot codes,Food,Chicago,IL,United States,20160801,20170324,20170405,74929
F-0346-2024,"Cross Valley Farms 4/5 LB CTN FRESH 1/8"" SLIVERED YELLOW ONIONS W/ZIPPER",Potential contamination with Salmonella Thompson,"Gills Onions, LLC",Class I,Terminated,Voluntary: Firm initiated,"Distributors in Canada   AB, BC, NB, NS, ON; and the United States   AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NM, NV, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA and WI.",Product 6514182006CV; Finished product lots: 223YAC2A1P205 223YAC2A2R202 223YAM4A1P220 223YAM4B1P213 223YAS3A1P207 223YAS3A1P209 223YAS3A1P215 223YAS3A1P219,Food,Oxnard,CA,United States,20231023,20231108,20231115,93290
F-2254-2015,"Poco Dolce Bittersweet Chocolate:  Ginger Tile, sea salt topped;  0.6 oz (17 grams)  San Francisco CA.  Ingredients:  Bittersweet Chocolate (Chocolate Liquor, Sugar, Cocoa Butter, Butter, Soy Lecithin, Pure Vanilla) Ginger, Sugar, Grey Sea Salt. May contain traces of peanuts, tree nuts or milk proteins.",California Department of Public Health conducted and inspection of the firm and found that milk was missing from the label as an ingredient of butter.,"Poco Dolce Confections, Inc.",Class II,Terminated,Voluntary: Firm initiated,"CA, AZ, CO. CT, DC, FL, GA, IL, MA, MD, MD, MI, NJ, NM, NY, OR, PA, UT and WA",No codes,Food,San Francisco,CA,United States,20150501,20150512,20150520,71144
F-0587-2016,"Filled Long Johns 9999954006,  540062, 28 per bulk tote.","Kwik Trip, Inc. is recalling various bakery goods which might be contaminated with pieces of  plastic due to using plastic contaminated ice nuggets as an ingredient.",Kwik Trip Bakery,Class II,Terminated,Voluntary: Firm initiated,"WI, MN, IA",All lots manufactured prior to but not including 01/13/2016.,Food,La Crosse,WI,United States,20160113,20160212,20160224,73081
F-0881-2023,"Smoked Mahi Dip, Net Wt. 8oz and 48oz",Undeclared Yellow #5,Borris Brothers,Class II,Terminated,Voluntary: Firm initiated,U.S. distribution within state of Florida. No foreign distribution.,Batch #3-401,Food,Miami,FL,United States,20230413,20230511,20230517,92215
F-0523-2021,"Newly Weds B70731 bread crumbs X1, 25lbs bag",Foreign material,Newly Weds Foods Inc,Class II,Terminated,Voluntary: Firm initiated,"Manufacturers and distributors located in ALABAMA, ARKANSAS, CALIFORNIA, CONNECTICUT, FLORIDA, GEORGIA, ILLINOIS, IOWA, KANSAS, LOUISIANA, MISSISSIPPI, MISSOURI, NEW YORK, TENNESSEE, TEXAS, VIRGINIA, and MEXICO.",Lot numbers:  MS040421J,Food,Chicago,IL,United States,20210427,20210518,20210526,87840
F-0521-2021,"Newly Weds B70709 breader crumbs X3, 40lbs bag",Foreign material,Newly Weds Foods Inc,Class II,Terminated,Voluntary: Firm initiated,"Manufacturers and distributors located in ALABAMA, ARKANSAS, CALIFORNIA, CONNECTICUT, FLORIDA, GEORGIA, ILLINOIS, IOWA, KANSAS, LOUISIANA, MISSISSIPPI, MISSOURI, NEW YORK, TENNESSEE, TEXAS, VIRGINIA, and MEXICO.",Lot numbers:  MS040321J,Food,Chicago,IL,United States,20210427,20210518,20210526,87840
F-2767-2017,"HFS 10/6lb Crunchy Row Breaded Cod Rectangles 3 oz.,  Item Number: 10002800",Product may contain undeclared milk.,High Liner Foods Inc.,Class II,Terminated,Voluntary: Firm initiated,Nationwide,Lot Number: 0047038220; 0047121120; 0047009121,Food,Portsmouth,NH,United States,20170609,20170815,20170823,77489
F-3606-2017,"Tri-Pepper Dice, 6-oz. packaged in a clamshell and Dice Tri-Pepper, 7-oz. packaged in a clamshell",Potential contamination with Listeria monocytogenes.,"Country Fresh Products, LLC",Class I,Terminated,Voluntary: Firm initiated,"Alabama, Florida, Georgia, Louisiana, and Mississippi",Use by date range 8/12-19/2017 and Use by date range 8/13-20/2017,Food,Houston,TX,United States,20170902,20170928,20171004,78071
F-1563-2023,"100 vegetarian  Fenugreek Capsules 90 count, 600mg, packaged in 150cc Amber Glass Packer  with White Polypropylene Cap.",Foreign material: pieces of a pen (writing utensil).,"Vitality Works, Inc",Class II,Terminated,Voluntary: Firm initiated,"55 Retail customers, representing 284 individual stores.  All customers are located within the United States. There is no foreign distribution. There is no distribution to US Government agencies or departments. Distribution is by small parcel shipper (UPS, FedEx).  Distribution Chain Notification Date: August 24, 2023",Lot 2023-06871  (Lot numbers are generated by our ERP system and use the 4-digit year followed by a 5-digit sequential number.) Expires: 07/2028 Bottom Code: FENUGRK PCAP 202306871 EXP 07/28,Food,Albuquerque,NM,United States,20230822,20230922,20231004,92936
F-0746-2019,"ASK Foods Inc. Naturally Creative Firecracker Slaw, 3.75 lb. Bulk Container sold from the deli",Products recalled due to potential contamination with Listeria monocytogenes or Salmonella.,ASK Foods Inc,Class II,Terminated,Voluntary: Firm initiated,"Product Distributed in the following States AL, AK, CT, DL, FL, GA, IL, ID, KT, LA, MD, MA, MI, NJ, NY ,NC , OH, PA, SC, TN, VA, WV",2852-734,Food,Palmyra,PA,United States,20181023,20181220,20181226,81465
