status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info
Terminated,Denver,CO,United States,Class I,Food,75894,"All American Seasonings, Inc.",10600 E 54th Ave,Units B &amp; C,80239-2145,Voluntary: Firm initiated,Letter,"Nationwide to FL, CA, UT, AZ, MN, IL, CO, NM , OH, MO, ID. Canadian consignees. No other foreign or VA/govt/military consignees.",F-1199-2017,Nacho Snack Seasoning / Harvest Pride /Tom Smith. Product Code: T3809. 50 lb bags,~29 bags,Products have been recalled due to potential for Salmonella contamination.,20161207,20170109,20170508,20170118,"Lot: 64229, 65182",
Terminated,Westborough,MA,United States,Class II,Food,73233,Bj Wholesale Club,25 Research Dr,N/A,01581-3680,Voluntary: Firm initiated,Press Release,"BJs locations in Delaware, Maryland, New Jersey, New York, North Carolina, Ohio, Pennsylvania and Virginia",F-0960-2016,ITALIAN SANDWICH RING.  This is a deli service item,19,Product may have been sliced on the same equipment where the mortadella with pistachios was sliced.,20160205,20160406,20170124,20160413,Deli items sold from 1/20/16 to 2/3/16 at the 71 affected clubs (see distribution list).,
Terminated,Newport,AR,United States,Class I,Food,72293,Shearer's Foods Inc.,3636 Medallion Ave,N/A,72112-9096,Voluntary: Firm initiated,Letter,"TX, AZ, OK, LA, MO, MS, AR, NM",F-0131-2016,ON THE BORDER MEXICAN GRILL & CANTINA Cafe Style Tortilla Chips 18 oz. bags,"11,592 cases",Product may have been exposed to a milk-containing ingredient.,20150924,20151105,20160707,20151111,"DEC 16 2015 SHA, DEC 17 2015 SHA, DEC 18 2015 SHA",
Terminated,Denton,TX,United States,Class III,Food,72822,"C. H. Guenther & Son, Inc.dba Morrison Milling",319 E Prairie St,N/A,76201-6109,Voluntary: Firm initiated,Letter,Nationwide throughout the US,F-0889-2016,Morrison's Pancake Mix Net Wt 5 LB (2.27 kg),"15,881 cases",May contain small metal fragments from wire mesh sifter.,20151207,20160411,20160802,20160420,All lots,
Terminated,Union,NJ,United States,Class I,Food,97631,CHETAK NEW YORK LLC,1090 Springfield Rd,N/A,07083-8119,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",United States,H-0286-2026,Deep-brand PREMIUM Select Peas and Carrots KEEP FROZEN Net Wt. 2 LB (907 g),3509532 bags,Product tested positive Salmonella .,20250905,20251211,20260212,20251217,"Lots: 25006, 25035, 25044, 25072, 25080, 25104, 25114, 25140, 25167",
Terminated,Dearborn,MI,United States,Class II,Food,97156,C SWEET PASTRY LLC,6235 Schaefer Rd,N/A,48126-2210,Voluntary: Firm initiated,Telephone,MI,H-0254-2025,"C Sweet Maamoul with Dates 8 oz., UPC 852664042694",40 units,Undeclared soy and wheat,20250625,20250710,20250812,20250716,Sell by 7/15/2025,
Completed,Conley,GA,United States,Class I,Food,90883,Renaissance Food Group,4322 Moreland Ave Bldg B,N/A,30288-2142,Voluntary: Firm initiated,E-Mail,"Products were shipped to the following states: Alabama, Georgia & South Carolina.",F-0015-2023,"Large Mild Salsa, NET WT, 13 OZ (368g), Dist. By: Renaissance Food Group LLC 4322 Moreland Ave. Conley, GA 30288, UPC, 8 26766 19089 ?",84/13oz units,Firm received positive test results for L. monocytogenes in a finished product. All products manufactured with the same components are being recalled.,20220912,20221006,,20221012,GHGA 254 SELL BY: 09/18/22,
Terminated,Portales,NM,United States,Class I,Food,63257,"Sunland, Incorporated",42593 US Highway 70,N/A,88130-9043,Voluntary: Firm initiated,Press Release,National distribution under various brand names including all 50 U.S. States with some international distribution Hong Kong.,F-0340-2013,"Heinen's Organic Peanut Butter Creamy 16 oz, UPC 2060140046; made for and distributed by Heinen's Inc, 4540 Richmond Road, Warrensville Heights, Ohio 44128.  Labeling is green, yellow, and white with white, red, green and black print writing.","1,368 x 12 x 16 oz","Sunland, Inc. is conducting a voluntary limited recall of its Almond, Peanut, and Cashew Butter products and Tahini and Roasted Blanched Peanut Products, manufactured between May 1, 2010 and September 24, 2012, because these products may be contaminated with Salmonella.",20120924,20121023,20141001,20121031,"Best-If-Used-By Dates between May 1, 2011 and September 24, 2013.",
Terminated,Tucker,GA,United States,Class II,Food,73946,CSM Bakery Products NA,1912 Montreal Rd,N/A,30084-5201,Voluntary: Firm initiated,Letter,"AR, CA, CO, DE, FL, GA, IL, MN, NJ, NC, OH, OR, PA, SC, TN, TX,VA, WI, Santa Domingo, & Guam",F-0506-2017,"BM Westco Sup-R-Roll Donut Mix, 50#","3,124,735 pounds total",Undeclared allergen; Peanut Protein,20160421,20161123,20170825,20161130,"Batch 1000162202, 1000157048, 1000153947, 1000149825, 1000144301, 1000134442",
Terminated,Kent,WA,United States,Class II,Food,91798,Lemonland Food Corp,19039 62nd Ave S,N/A,98032,Voluntary: Firm initiated,E-Mail,Distributed in Washington,F-0675-2023,"Seasoned Dried Pollack distributed in un-labeled plastic containers 6oz., 8 oz., and 12 oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.",6oz. containers = 3.8 lb; 8oz containers = 3.53 lb.; 12oz containers = 14.48lbs,"Seasoned Dried Pollack was recalled due to undeclared Fish (Pollack), Wheat, Soybean.",20230223,20230324,20230329,20230405,"Feb. 16, 2023 to Feb. 23, 2023.",
Terminated,City Of Industry,CA,United States,Class II,Food,70344,Health One Pharmaceuticals Inc,13260 Temple Ave,N/A,91746-1511,Voluntary: Firm initiated,Letter,"Nationwide in US: CA, TN, WA, ID,     and worldwide:  Hong Kong, Vietnam, China, Singapore",F-1715-2015,"Femanol, 60 capsules, 500mg",1996 units,Health One Pharmaceuticals is recalling dietary supplements due to significant violations of the cGMP regulations for dietary supplements.,20150204,20150330,20150331,20150408,9759,
Terminated,Santa Fe,NM,United States,Class I,Food,63318,"C.G. Higgins Confections, LLC",847 Ninita St,N/A,87505-3066,Voluntary: Firm initiated,E-Mail,"Retailers and end users located in NM, USA.",F-0140-2013,"Peanut Butter Fudge 3 oz bag, manufactured from 6-28-12 thru 9-20-12",132 lbs,"Peanut Butter used to product Peanut Butter Fudge was recalled by Sunland, Inc.; therefore, this product has the potential to be contaminated with Salmonella.",20120928,20121018,20130111,20121024,No manufacturing code.,
Terminated,Battle Creek,MI,United States,Class II,Food,74407,Kellogg Company,425 Porter St,N/A,49014-6800,Voluntary: Firm initiated,Press Release,"Domestic: AL; AR; AZ; CA; CO; CT; FL; GA; HI; IA ; ID; IL; IN; KS; KY; LA; MA; MD; ME; MI; MN; MO; MS; MT; NC; ND; NE; NH; NJ; NM; NV; NY; OH; OK; OR; PA; PR, SC; SD; TN; TX; UT; VA; WA; WI; WV    Foreign: Bermuda, Singapore, Malaysia    VA/DOD: See below",F-1729-2016,"Keebler Cookie Dough Minis, 150 ct., 2.5 oz.",17 cases,Kellogg Company initiated a voluntary recall of multiple snack food items because of the potential for undeclared allergen peanut due to a supplier's recall of flour.,20160613,20160719,20170213,20160727,"CASE UPC: 170002873, RETAIL UPC: 3010010902, CASE & Consumer Unit BIUB DATES: Jan 02 17",
Terminated,Chicago,IL,United States,Class II,Food,89053,KRAFT HEINZ FOODS COMPANY,200 E Randolph St,,60601-6436,Voluntary: Firm initiated,Letter,"Nationwide, Puerto Rico, Guam, American Samoa, Aruba, Saipan, Bermuda, Jamaica, Guyana, South Korea, Canada",F-0327-2022,Kool-Aid cherry drink mix powder   19 oz. UPC 043000953532   19 oz. UPC 043000034163   63 oz. UPC 043000082201,"289,221 cases (total)",potential for glass and metal in product,20211111,20211217,20240906,20211222,Best When Used By dates between:  19 oz. 8/8/2023-8/9/2023  63 oz. 10/2/2023,
Terminated,Austin,TX,United States,Class I,Food,68050,"Whole Foods Market Brand 365, Llc",601 N Lamar Blvd Ste 300,,78703-5424,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Texas, Oklahoma, Arkansas, and Louisiana",F-0001-2015,"Mini Butter Croissant 6 Pack  Ingredients: Wheat Flour (unbleached enriched wheat flour, malted barley flour, niacin, Iron, thiamin mononitrate, riboflavin, ascorbic acid, folic acid), Butter, Water, Sugar, Non Fat Dry Milk, Yeast, Salt, Dough Conditioner (dextrose, wheat flour, soybean oil, ascorbic acid, natural enzymes).  CONTAINS:  MILK, WHEAT, SOY.      NET WT 9.0 oz (0.56 lb)      COUNT/PACKAGES 1 SELL-BY DATE 04/22/2014 TOTAL PRICE $4.99      Dist. by Whole Foods Market 8190 Park Lane, Dallas, TX 75231",251 units,Undeclared egg allergen,20140418,20141006,20150202,20141015,UPC 2 28719 00499 1  and  PLU #8719,
Terminated,E Stroudsburg,PA,United States,Class II,Food,90144,DYMSKI PIEROGI LLC,2583 Milford Rd,N/A,18301-9719,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to retail stores, restaurants, and distribution centers in NJ, MA, and PA.",F-1091-2022,Potato and Cheese Pierogi  Grandma s Cuisine Potato-Cheese Pierogi  UPC: 7 1375737813 0 & 8 67355 0030 3lb/3 dozen & 14oz (397g)/1dozen Bernat s Potato & Cheese 16oz (450g) Golden Eagle Potato and Cheese Pierogis UPC: 0 94922 10425 0	16oz Zuzanna s Potato-Cheese Pierogi 16 oz.,"39,084 units",Undeclared milk and wheat,20220506,20220527,20221025,20220608,all lots,
Terminated,Denton,TX,United States,Class III,Food,72822,"C. H. Guenther & Son, Inc.dba Morrison Milling",319 E Prairie St,N/A,76201-6109,Voluntary: Firm initiated,Letter,Nationwide throughout the US,F-0823-2016,HEB Lemon Seasonal Fish Fry Mix NET WT. 16 OZ (1 LB) CONT. NET 454g and HEB Lemon Seasonal Fish Fry Mix NET WT. 10 OZ  CONT. NET 284g  packed in paper box,"29,350 cases",May contain small metal fragments from wire mesh sifter.,20151207,20160411,20160802,20160420,All lots,
Terminated,Port Townsend,WA,United States,Class I,Food,70354,Elevated Ice Cream Company,631 Water St,N/A,98368-5726,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","All product was distributed in the local Port Townsend, Washington area.",F-1261-2015,Mango Italian Ice Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,45 batches,Elevated brand ice cream products are being recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain ice cream mix produced and recalled by Snoqualmie Gourmet Ice Cream,20141223,20150220,20150223,20150304,Some containers may have a production date hand written on a white label. Some quart containers are stamped on the bottom with the julian date.,
Terminated,Rockville,MD,United States,Class I,Food,80528,Whole Foods Market Group Inc.,4948 Boiling Brook Pkwy,N/A,20852-2306,Voluntary: Firm initiated,E-Mail,"These were made in house at Whole Foods Market locations, in the Mid Atlantic Region. No foreign accounts",F-1736-2018,"CUPCAKE BERRY CHANTILLY MEDIUM, 4.5 Ounce",132 Units,"Whole Foods Market, Inc. has initiated a recall of various bakery products  that was made in there Mid-Atlantic stores and sold between May 25th and July 13th which failed to declare soy flour (soy) as an ingredient.",20180713,20180803,20210903,20180815,22488900000,
Terminated,Tipp City,OH,United States,Class I,Food,51894,Trophy Nut Co Inc,320 N 2nd St,N/A,45371,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed nationwide, including the states of: CA, IL, IN, MD, MI, MN, NC, ND, NJ, NM, NY, OH, OK, PA, SC, TN, TX, VA, VT, and VI.",F-1519-2013,Trophy Nut Brand 1.5 oz. Red Pistachio Tube and Nut Barrel Brand 1.25 oz. Red Pistachio Tube.,N/A,"The product is being recalled because it was manufactured using pistachios recalled by Setton Pistachios of Terra Bella, CA because it has the potential to be contaminated with Salmonella.",20090407,20130610,20130610,20130619,Trophy Nut Brand 1.5 oz. Red Pistachio Tube UPC 74249-50779 Code Date 08/16/2009 thru 10/27/2009 and Nut Barrel Brand 1.25 oz. Red Pistachio Tube UPC 74249-27779 Code Date 8/16/2009 thru 10/6/2009.,
Terminated,Altavista,VA,United States,Class II,Food,73499,Abbott Nutrition,1518 Main St,N/A,24517-1132,Voluntary: Firm initiated,Telephone,"Lot 57642RA00,  Beginning Date of distribution in US  10/12/15  End Date of distribution in US- 12/4/15 .      AN distributed this lot to151 Distributors, 32 Medical Facilities and 25 Other types of consignees (2 of these were internal sales reps).    No foreign accounts.      There are 12 US government consignees.",F-1041-2016,"The product is labeled as follows: PediaSure Grow & Gain Vanilla, Unit size : 8 oz. , Container description : Metal Can, Total package size : 24 cans per case .","15,609 cases (374,616 units)","Abbott Nutrition is recalling PediaSure Grow & Gain Vanilla is product because the product may have a different color, smell, taste or texture  inconsistent with other lots of PediaSure Grow & Gain Vanilla.     Abbott Nutrition  also recognized a complaint trend for physical stability and sensory on this batch on 1/25/16 and an investigation revealed a possibility that a small portion of cans may",20160310,20160406,20161101,20160413,"List Number 55897  , Lot 57642RA00",
Terminated,Melbourne,FL,United States,Class II,Food,89230,"Joy's International Foods, Incorporated",2600 Aurora Rd Ste Q,N/A,32935-2884,Voluntary: Firm initiated,Telephone,Domestic distribution only.,F-0364-2022,"Joy's Gourmet Blast Off! Bloody Mary Mix, Net Wt. 24 Oz",12 cases/12 bottles ea.,Undeclared Fish and Soy,20211213,20220106,20220316,20220112,08182023,
Terminated,Mundelein,IL,United States,Class II,Food,64079,"Boba Direct, Inc.",807 E Orchard St,N/A,60060-3019,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: IL, MO, OH, FL, and TN",F-2807-2015,"Foil bags containing 2.2 lbs. each of pineapple flavored powder and sold under the Boba Direct, Inc. brand.",N/A,Bubble tea powders contain undeclared allergens.,20130109,20150707,20170814,20150715,Product code: PinePwdr-BD; All lots,
Terminated,Anchorage,AK,United States,Class II,Food,77356,Alaska Pasta Company,636 E 15th Ave Unit C,N/A,99501,Voluntary: Firm initiated,Visit,distributed in AK only.,F-2351-2017,"Ravioli  Orso. Product is made refrigerated.    Product is packaged in plastic containers. The plastic containers are marked on the side of the container with the customer name (middle top), date of production (bottom left), and weight of product in lbs (bottom right). Some containers have Alaska Pasta written on them.     Product is not packaged for retail and weights vary depending on orders.",120.69 lbs.,"Undeclared soy lecithin. The firm used Canola oil cooking spray, which contains soy lecithin, in the manufacture of product but soy or soy lecithin is not declared on finished product label.",20170522,20170607,20171019,20170614,No lot codes.  The date of production is marked on the side of the plastic container.,
Terminated,Tukwila,WA,United States,Class II,Food,89789,Continental Mills (Corporate Office),18100 Andover Park W,N/A,98188-4703,Voluntary: Firm initiated,Letter,nationwide,F-0988-2022,"Item # 721-1000, Krusteaz Belgian Waffle Mix.  Product is shelf stable and packaged in a box. net wt. 28 oz., UPC 0 41449 00186 9.",450 cases,foreign materials,20220310,20220408,20230515,20220420,Lot code KX2064 and KX2065; Best by 3/4/24 and 3/5/24,
Terminated,Hauppauge,NY,United States,Class II,Food,68597,Country Life,180 Motor Pkwy,,11788-5107,Voluntary: Firm initiated,Letter,Nationwide and Kenya,F-2196-2014,"Country Life TARGET MINS CALCIUM MAGNESIUM With Vitamin D3 Complex, WILD BLUEBERRY FLAVOR, LIQUID Dietary Supplement, 16 FL. OZ. (1 PINT) (472 mL), Product No. 2523, Bar Code 015794025238, and 32 FL. OZ. (1 QT) (944 mL), Product No. 2522, Bar code 015794025221 --- Manufactured for Country Life, LLC 180 Vanderbilt Motor Parkway, Hauppauge, NY 11788","Lot 1112H6-G16: 2,902 bottles; Lot 1112H6-G32: 4,932 bottles",The affected lots do not meet quality standards due to insoluble particulates.,20140619,20140721,20170503,20140730,"Code 2523: Lot 1112H6-G16 (16 fl. oz), Code 2522: Lot 1112H6-G32 (32 fl. oz.)",
Terminated,Chicago,IL,United States,Class I,Food,92423,"Newly Weds Foods, Inc.",8550 W Bryn Mawr Ave,Suite 100,60631-3222,Voluntary: Firm initiated,Letter,"ALABAMA, ARKANSAS, CALIFORNIA, COLORADO, FLORIDA, GEORGIA, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MINNESOTA, MISSISSIPPI, MISSOURI, MONTANA, NEBRASKA, NEW JERSEY, NEW YORK, NORTH CAROLINA, OHIO, OKLAHOMA, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS ,WISCONSIN.  CANADA.",F-1197-2023,S04380	BEEF RUB                    X1	50.00	BAG,"6,465,115.78 pounds Total",Products may contain Salmonella,20230526,20230705,20240723,20230712,YE674634 YE674635,
Terminated,Grand Rapids,MI,United States,Class I,Food,92119,Meijer Inc,2929 Walker Ave Nw,N/A,49544-6402,Voluntary: Firm initiated,E-Mail,"Meijer stores in Michigan, Indiana, Illinois, Ohio, Kentucky, and Wisconsin",F-0832-2023,Fresh From Meijer Chicken Cobb Salad 8.8 Oz UPC - 719283679321,4532,Listeria monocytogenes,20230405,20230509,20230512,20230517,Sell by 3/19/2023 to 3/28/2023,
Terminated,Brighton,MI,United States,Class II,Food,78405,"GKI Foods, LLC",7926 Lochlin Dr,N/A,48116-8329,Voluntary: Firm initiated,Press Release,"Domestic: MI, IN, IL, FL, TX, CA., NV, OR, NH, NY, NJ, VA, WI, KY, DE, PA, CT, PR, OH, RI, IA,",F-0316-2018,"Dark Chocolate Almond Bark 10 oz.,10 lbs.","1,517 cases","GKI Foods of Brighton, Michigan is voluntarily recalling multiple dark chocolate products because they may contain an undeclared milk allergen.",20171027,20171117,20180709,20171129,All products manufactured between 01/14/16 to 10/24/17; Lots: Lot# 01916B  Lot# 04216  Lot# 08916  Lot# 10216  Lot# 13216B  Lot# 16016B  Lot# 19316B  Lot# 19416B  Lot# 22316  Lot# 26016  Lot# 26316  Lot# 30516  Lot# 30616  Lot# 30616  Lot# 27516B  Lot# 31416  Lot# 32016  Lot# 35416B  Lot# 35516  Lot# 10817B  Lot# 11617  Lot# 11617  Lot# 12917  Lot# 15917  Lot# 17117  Lot# 19317  Lot# 19417  Lot# 21917B  Lot# 23417  Lot# 27617B  Lot# 27917    Lot# 04216  Lot# 08216B  Lot# 08216B  Lot# 10216  Lot# 10216B  Lot# 13216B  Lot# 13816  Lot# 20916  Lot# 20916  Lot# 22316  Lot# 22316  Lot# 25616B  Lot# 25816  Lot# 25816B  Lot# 25916  Lot# 25916B  Lot# 26016  Lot# 27516B  Lot# 30616  Lot# 33516  Lot# 34916  Lot# 35016  Lot# 01817  Lot# 02317  Lot# 04617  Lot# 19417  Lot# 19417  Lot# 19517  Lot# 19817  Lot# 19917  Lot# 20117  Lot# 20517    Lot# 08216B  Lot# 08916    Lot# 00616B  Lot# 01916B  Lot# 06016  Lot# 08216B  Lot# 10216B  Lot# 10216B  Lot# 13216B  Lot# 13816  Lot# 13816  Lot# 16016B  Lot# 18016  Lot# 18116  Lot# 20016  Lot# 20716B  Lot# 20916  Lot# 23516  Lot# 23916  Lot# 27516B  Lot# 32016  Lot# 33516  Lot# 33516  Lot# 34916  Lot# 35016  Lot# 35516  Lot# 35516B  Lot# 05517  Lot# 05917B  Lot# 06217  Lot# 06517  Lot# 06517  Lot# 09417  Lot# 09417  Lot# 10817B  Lot# 12917  Lot# 15917  Lot# 18617  Lot# 19317  Lot# 20517  Lot# 21217B  Lot# 21917B  Lot# 23417  Lot# 24817  Lot# 25117  Lot# 26517B    Lot# 04216  Lot# 05616  Lot# 06016  Lot# 19416B  Lot# 19516  Lot# 20016  Lot# 22316B  Lot# 23316  Lot# 23516  Lot# 26416B  Lot# 27516B  Lot# 34916  Lot# 35016  Lot# 01317  Lot# 01817  Lot# 02317  Lot# 05517  Lot# 09417  Lot# 17117  Lot# 18617  Lot# 26517B  Lot# 27917  Lot# 29217    Lot# 26316  Lot# 24817  Lot# 25017,
Terminated,North Chesterfield,VA,United States,Class I,Food,81226,"Ukrop's Homestyle Foods, LLC",600 Southlake Blvd Ste A,,23236-3956,Voluntary: Firm initiated,E-Mail,"Product was shipped to 5 different states:  Virginia, West Virginia, Kentucky, Ohio, Tennessee.    Retailer List  The Kroger Co.  VA, WV, TN, KY, OH  Harris Teeter  VA only  Publix  VA only  Hudson News  VA only  Ukrops Catering  VA only",F-0609-2019,"Ukrop's Cuban Style Sub,  NET WT 8.3 OZ (235g),   UPC 72251525152",2600 Packages,The products may have come into contact with equipment used to process the country ham the supplier recalled for Listeria monocytogenes.,20181004,20181113,20200626,20181121,125152,
Terminated,Boise,ID,United States,Class II,Food,85219,Winco Foods Llc,650 N Armstrong Pl,N/A,83704-0825,Voluntary: Firm initiated,Press Release,"Product was distributed in Arizona, California, Idaho, Montana, Nevada, Oklahoma, Oregon, Washington, Texas, and Utah.",F-0857-2020,"WinCo Foods frozen Berry Medley (Strawberries, Blackberries, Raspberries and Blueberries), item# 107412, packaged in polyethylene bags. Product is distributed by WinCo Foods, LLC, Boise, ID 83704.    Net weight 16 oz (1 lb or 454 g).  UPC 70552 30522.  Net weight  32 oz (2 lb or 907 g). UPC 70552 30512.    The label is read in parts: ""***WinCo FOODS*** Berry Medley***strawberries, blackberries, raspberries $ blueberries***KEEP FROZEN***"".","21,264 bags of Berry Medley.",The product was found to be adulterated with Norovirus.,20200313,20200325,20200520,20200401,Best By Code DEC/9/21.  Lot 4344905    Lot code breakdown as follows:    4 = IQF FACILITY  344 = JULIAN DATE (DECEMBER 10)  9 = YEAR 2019   05 = LINE # 5,
Terminated,Milwaukee,WI,United States,Class I,Food,62707,"Garden-Fresh Foods, Inc.",726 S 12th St.,N/A,53204-1211,Voluntary: Firm initiated,Letter,AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI,F-2240-2012,"Dairy Fresh Special  Recipe Mustard Potato Salad, 16 oz.., 0 70163 98105 8",N/A,"Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.",20120727,20120907,20121115,20120919,"98105, 8/22/2012",
Terminated,Oak Brook,IL,United States,Class II,Food,95578,Treehouse Foods,2021 Spring Rd Ste 600,,60523-1860,Voluntary: Firm initiated,Letter,Nationwide in USA and Canada,F-0206-2025,GOOD & GATHER	12/9oz GRDL WFL MINI HSTYLE ORG-GDGTR	UPC	085239343029 H-E-B	12/9oz GRDL WFL MINI HSTYLE ORG-HEBUT	UPC	041220708413 365 ORGANIC	12/9oz GRDL WFL MINI HSTYLE ORG - 365OR	UPC	099482436995 WEGMANS	12/9oz GRDL WFL MINI HSTYLE ORG - WEGMN	UPC	077890481448,"9,907,389 cases (total)",potential to be contaminated with Listeria monocytogenes,20241017,20241127,20250811,20241204,All Batch Codes starting with 2C and within shelf-life. Best By Dates: OCT 01 2024 to OCT 11 2025,
Terminated,Bedford Heights,OH,United States,Class I,Food,83170,Brand Castle LLC,5111 Richmond Rd,N/A,44146-1353,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in Ohio, Alabama, New York, South Carolina, Minnesota, Missouri, Utah, Iowa, Kansas, Nebraska.",F-1583-2019,"Chocolate Mint Chip Cookie Mix, 27.1 oz glass jar, 6/case",168 cases,Firm's supplier notified them of potential E.coli contamination in flour they received.,20190617,20190722,20191204,20190731,"Lot# LM101518, Exp 10/15/19",
Terminated,Sparks,NV,United States,Class I,Food,88432,Able Groupe Inc,1486 Kleppe Ln,N/A,89431-6428,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",All sales are direct from firm website - littlebundle.com,F-0921-2021,Lebenswert Anfangsmilch Stage 1 Organic Infant Milk Formula,"76,000 units total","The required pre-market notifications for these new  infant formulas have not been submitted to the FDA. Some products contain less than 1 milligram of iron per 100 Calories and may not provide adequate iron for some infants, particularly infants born prematurely or with a low birth weight, had low iron levels at birth, or are at risk for becoming iron deficient due to illness. All products are not labeled as required by 21 CFR 107 .10 and 107.20 and do not bear mandatory labeling statements in English.",20210808,20210901,20210908,20210825,All codes,
Terminated,Brooklyn,NY,United States,Class II,Food,71288,Fine Land Corp,376 Vernon Ave,,11206-6702,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",FL & NY via retail stores,F-2768-2015,"Fruit Juice Candy Bonbons de Jus de Fruits, Net Wt 8 oz (227g), UPC Code 6 923648 832113, Manufacturer. Jin Shun FA Food Co., Ltd. 147 community shops Southwest District Luoshan Street Jinjiang of Fujian, Sole Agent of U.S.A.: Fine Land Corp. 376 Vernon Ave, Brooklyn, NY 11206, Sole Agent of Canada: PT Trading Enterprises Ltd. 928 Kingsway, Vancouver, B.C. V5V 3C4.  Product of P.R.C.",27 cartons,The Florida Dept of Agriculture sample tested positive for lead at concentration of 0.226 ppm (ug/g).,20150511,20150624,20170328,20150701,MERRYY2011/10,
Terminated,Chicago,IL,United States,Class I,Food,92423,"Newly Weds Foods, Inc.",8550 W Bryn Mawr Ave,Suite 100,60631-3222,Voluntary: Firm initiated,Letter,"ALABAMA, ARKANSAS, CALIFORNIA, COLORADO, FLORIDA, GEORGIA, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MINNESOTA, MISSISSIPPI, MISSOURI, MONTANA, NEBRASKA, NEW JERSEY, NEW YORK, NORTH CAROLINA, OHIO, OKLAHOMA, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS ,WISCONSIN.  CANADA.",F-1177-2023,G96378	LOTTA ZING SAUCE MIX    X2	15.00	CASE,"6,465,115.78 pounds Total",Products may contain Salmonella,20230526,20230705,20240723,20230712,MS249538,
Terminated,Grand Rapids,MI,United States,Class II,Food,63159,Spartan Central Kitchen,463 44th St SE,N/A,49548-4327,Voluntary: Firm initiated,E-Mail,MI and OH only.,F-0232-2013,#333 Caribbean Fruit Salad	5 pounds,203,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination.  All lots with sell by dates on or befo",20120910,20121018,20130219,20121024,All products with the sell by date on or before October 2nd.,
Terminated,Sunrise,FL,United States,Class II,Food,81215,NUTRANEXT BUSINESS LLC,1301 Swgrs Corp Pkwy,,33323-2813,Voluntary: Firm initiated,E-Mail,US and Foreign Consignees only. No government consignees.,F-0415-2019,Parasite Cleansing Kit Peppermint,839 pkgs,"Routine quality testing identified elevated levels of lead above applicable 2232 levels, which may pose potential health risks to a portion of the population.",20181001,20181108,20190702,20181114,Batch #  SC717  SC678  SC656  SC656  SC634  SC6260  SC573  SC553  SC542  SC535  SC529  SC513  SC504,
Terminated,Brooklyn,NY,United States,Class I,Food,88032,Banner Smoked Fish Inc.,2715 W 15th St,N/A,11224-2705,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","NY, NJ, IL, PA, CA, FL, NE, AZ, MA, MD, VA, NV, OR, WI, NC, SC, and GA area.",F-0714-2021,"Banner Smoked Fish Inc. brand Sliced Gravlax (Salmon (fish), Salt, Sugar, Dill, Pepper, Sodium Nitrite)",N/A,Product may be contaminated with Listeria monocytogenes.,20210601,20210624,20211116,20210630,All lots; all package sizes; all product within expiry,
