fdc_id,description,brand_owner,brand_name,gtin_upc,ingredients,food_category,serving_size,serving_size_unit,published_date,market_country,data_source,search_term
1662005,"KRAFT, SHAVED PARMESAN CHEESE",Kraft Heinz Foods Company,KRAFT,021000032860,"PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), POWDERED CELLULOSE TO PREVENT CAKING, POTASSIUM SORBATE AS A PRESERVATIVE",Cheese,28.0,g,2021-03-19,United States,LI,kraft cheese
1591281,"KRAFT, SHREDDED SWISS CHEESE",Kraft Heinz Foods Company,KRAFT,021000634347,"SWISS CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), POTATO STARCH, CELLULOSE POWDER, AND CALCIUM SULFATE ADDED TO PREVENT CAKING; NATAMYCIN (A NATURAL MOLD INHIBITOR).",Cheese,28.0,g,2021-03-19,United States,LI,kraft cheese
1592624,"KRAFT, NATURAL PEPPER JACK CHEESE",Kraft Heinz Foods Company,KRAFT,021000001965,"MONTEREY JACK CHEESE (PASTEURIZED CHEESE CULTURE, SALT, ENZYMES), JALAPENO PEPPERS (JALAPENO PEPPERS, WATER, SALT, ACETIC ACID), NATAMYCIN (A NATURAL MOLD INHIBITOR).",Cheese,28.0,g,2021-03-19,United States,LI,kraft cheese
1626701,"SMUCKER'S, BLACKBERRY SYRUP",The J.M. Smucker Company,SMUCKER'S,051500026816,"HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, WATER, BLACKBERRIES, BLACKBERRY JUICE CONCENTRATE, NATURAL FLAVOR, PECTIN, XANTHAN GUM, CITRIC ACID.",Syrups & Molasses,60.0,ml,2021-03-19,United States,LI,smucker
2622267,"SMUCKER'S, BLUEBERRY PRESERVES",The J.M. Smucker Company,SMUCKER'S,051500000793,"BLUEBERRIES, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, FRUIT PECTIN, CITRIC ACID.","Jam, Jelly & Fruit Spreads",20.0,GRM,2023-08-31,United States,LI,smucker
2622268,"SMUCKER'S, PEACH PRESERVES",The J.M. Smucker Company,SMUCKER'S,051500006801,"PEACHES, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, FRUIT PECTIN, CITRIC ACID.","Jam, Jelly & Fruit Spreads",20.0,GRM,2023-08-31,United States,LI,smucker
1726716,"SMUCKER'S, APRICOT-PINEAPPLE PRESERVES",The J.M. Smucker Company,SMUCKER'S,051500012338,"APRICOTS, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, PINEAPPLE, FRUIT PECTIN, CITRIC ACID. ","Jam, Jelly & Fruit Spreads",20.0,g,2021-03-19,United States,LI,smucker
1628025,"SMUCKER'S, CONCORD GRAPE JELLY",The J.M. Smucker Company,SMUCKER'S,051500006931,"CONCORD GRAPE JUICE, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, FRUIT PECTIN, CITRIC ACID, SODIUM CITRATE.","Jam, Jelly & Fruit Spreads",20.0,g,2021-03-19,United States,LI,smucker
2233790,PEPPERIDGE FARM COOKIES,Pepperidge Farm Inc.,PEPPERIDGE FARM,00014100042181,"MADE FROM: UNBLEACHED ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), SEMI SWEET CHOCOLATE (CHOCOLATE LIQUOR, SUGAR, DEXTROSE, COCOA BUTTER, SOY LECITHIN, VANILLA EXTRACT), FRUCTOSE, SUGAR, VEGETABLE OILS (PALM AND/OR INTERESTERIFIED AND HYDROGENATED SOYBEAN), BROWN SUGAR (SUGAR, INVERT SUGAR, MOLASSES), COCOA PROCESSED WITH ALKALI (DUTCHED), EGGS, CORN SYRUP SOLIDS, BUTTER (CREAM, SALT), CONTAINS 2 PERCENT OR LESS OF: CREAM CHEESE (MILK AND CREAM, CULTURES, SALT, CAROB BEAN GUM), CORNSTARCH, LEAVENING (BAKING SODA, AMMONIUM BICARBONATE, MONOCALCIUM PHOSPHATE), NONFAT MILK, SALT, VANILLA EXTRACT AND SODIUM PHOSPHATE. CONTAINS: WHEAT, SOY, EGGS, MILK.",Biscuits/Cookies,31.0,g,2022-04-01,United States,GDSN,pepperidge farm
2516902,PEPPERIDGE FARM COOKIES,Pepperidge Farm Inc.,PEPPERIDGE FARM,00014100043720,"MADE FROM: ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SEMI SWEET CHOCOLATE (SUGAR, CHOCOLATE, CHOCOLATE PROCESSED WITH ALKALI, COCOA BUTTER, MILKFAT, SOY LECITHIN, VANILLA EXTRACT), SUGAR, PALM AND/OR SOYBEAN AND HYDROGENATED SOYBEAN OIL, EGGS, CONTAINS 2% OR LESS OF: CORNSTARCH, SALT, BAKING SODA, SOY LECITHIN, NATURAL FLAVOR, NONFAT MILK.CONTAINS: EGG, WHEAT, MILK, SOY.",Biscuits/Cookies,34.0,GRM,2023-04-27,United States,GDSN,pepperidge farm
1461756,PEPPERIDGE FARM COOKIES,Pepperidge Farm Inc.,PEPPERIDGE FARM,00014100095934,"MADE FROM: ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SEMI SWEET CHOCOLATE (SUGAR, CHOCOLATE, CHOCOLATE PROCESSED WITH ALKALI, COCOA BUTTER, MILKFAT, SOY LECITHIN, VANILLA EXTRACT), SUGAR, VEGETABLE OILS (SOYBEAN, HYDROGENATED SOYBEAN AND/OR PALM), TOFFEE (SUGAR, BUTTER, CORN SYRUP, SALT, SOY LECITHIN), CONTAINS 2 PERCENT OR LESS OF: CORNSTARCH, EGGS, CORN SYRUP SOLIDS, SALT, BAKING SODA, SOY LECITHIN, NATURAL FLAVORS, NONFAT MILK.  CONTAINS: WHEAT, SOY, EGGS, MILK.",Biscuits/Cookies,28.0,g,2021-03-19,United States,GDSN,pepperidge farm
1461846,PEPPERIDGE FARM COOKIES,Pepperidge Farm Inc.,PEPPERIDGE FARM,00014100089087,"MADE FROM: UNBLEACHED ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), SEMI SWEET CHOCOLATE (SUGAR, CHOCOLATE LIQUOR, CHOCOLATE LIQUOR PROCESSED WITH ALKALI [DUTCHED], COCOA BUTTER, BUTTER OIL, SOY LECITHIN, VANILLA EXTRACT), COCONUT (SULFITES), SUGAR, VEGETABLE OILS (PALM AND/OR INTERESTERIFIED AND HYDROGENATED SOYBEAN, AND/OR HYDROGENATED COTTONSEED), CORNSTARCH, EGGS, CONTAINS 2 PERCENT OR LESS OF: SWEETENER BLEND (INVERT SYRUP, MOLASSES), NONFAT MILK, LEAVENING (CREAM OF TARTAR, BAKING SODA), SALT AND SOY LECITHIN.",Biscuits/Cookies,30.0,g,2021-03-19,United States,GDSN,pepperidge farm
2516903,PEPPERIDGE FARM COOKIES,Pepperidge Farm Inc.,PEPPERIDGE FARM,00014100043737,"MADE FROM: ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), BUTTER, SUGAR, CORNSTARCH, CONTAINS 2% OR LESS OF: DEXTROSE, EGGS, BAKING SODA, CREAM OF TARTAR, NONFAT MILK, SOY LECITHIN.CONTAINS: WHEAT, MILK, EGGS, SOY",Biscuits/Cookies,30.0,GRM,2023-04-27,United States,GDSN,pepperidge farm
1461810,PREGO SAUCES ALFREDO,CAMPBELL SOUP COMPANY,PREGO,00051000251022,"INGREDIENTS: CREAM, WATER, PARMESAN CHEESE (MILK, CULTURES, SEA SALT, ENZYMES), BUTTER (CREAM, SALT), ASIAGO CHEESE CONCENTRATE (ASIAGO CHEESE [MILK, CULTURES, SALT, ENZYMES], WATER, SALT), CORNSTARCH, ENZYME MODIFIED EGG YOLKS, SALT, FONTINA CHEESE (CULTURED PASTEURIZED MILK, SALT, ENZYMES), CONTAINS LESS THAN 1% OF: GARLIC, ROMANO CHEESE (COW'S MILK, CULTURES, SEA SALT, ENZYMES), XANTHAN GUM, SPICE, LACTIC ACID.",Sauces/Spreads/Dips/Condiments,60.0,ml,2021-03-19,United States,GDSN,prego sauce
2519801,PREGO SAUCES CARBONARA,CAMPBELL SOUP COMPANY,PREGO,00051000249548,"INGREDIENTS: WATER, CREAM, MODIFIED FOOD STARCH, BUTTER (CREAM), PARMESAN CHEESE (MILK, CULTURES, SALT, ENZYMES), CHEDDAR CHEESE (MILK, CULTURES, SALT, ENZYMES), ENZYME MODIFIED EGG YOLKS, SALT, UNCURED SMOKED BACON PIECES (PORK, WATER, SEA SALT, SUGAR), CONTAINS LESS THAN 1% OF: SUGAR, WHEY, YEAST EXTRACT, ROASTED GARLIC, BLACK PEPPER, BAY LEAVES, LACTIC ACID.",Sauces/Spreads/Dips/Condiments,60.0,MLT,2023-04-27,United States,GDSN,prego sauce
756888,PREGO SAUCES CHEDDAR,CAMPBELL SOUP COMPANY,,00051000212191,"INGREDIENTS: WATER, CREAM, WHITE CHEDDAR CHEESE (MILK, CULTURES, SALT, ENZYMES), MODIFIED FOOD STARCH, HYDROGENATED SOYBEAN OIL, BUTTER (CREAM, WATER, SALT), CONTAINS LESS THAN 2% OF: ENZYME MODIFIED EGG YOLKS (EGG YOLKS, PHOSPHOLIPASE), PARMESAN CHEESE (PART-SKIM MILK, CULTURES, SALT, ENZYMES), SALT, DEHYDRATED WHEY, CHEDDAR CHEESE (MILK, CULTURES, SALT, ENZYMES), DISODIUM PHOSPHATE-DIHYDRATE, SUGAR, XANTHAN GUM, FLAVORING, MONOSODIUM GLUTAMATE, YEAST EXTRACT, DEHYDRATED ONIONS, BETA CAROTENE FOR COLOR, DEHYDRATED CREAM, MONOSODIUM PHOSPHATE, SPICES, ANNATTO EXTRACT FOR COLOR, PAPRIKA EXTRACT FOR COLOR, LACTIC ACID.",Sauces/Spreads/Dips/Condiments,60.0,ml,2020-02-27,United States,GDSN,prego sauce
756860,PREGO SAUCES GARLIC,CAMPBELL SOUP COMPANY,,00051000129093,"INGREDIENTS: TOMATO PUREE (WATER, TOMATO PASTE), ROASTED RED PEPPERS, DICED TOMATOES IN TOMATO JUICE, SUGAR, RED PEPPERS, GARLIC, CANOLA OIL, CONTAINS LESS THAN 1% OF: SALT, SPICES, CITRIC ACID, LOWER SODIUM NATURAL SEA SALT, FLAVORING, ONION EXTRACT, GARLIC EXTRACT, DISTILLED VINEGAR, DEHYDRATED ONIONS.",Sauces/Spreads/Dips/Condiments,120.0,ml,2020-02-27,United States,GDSN,prego sauce
2649277,PREGO SAUCES GARLIC,CAMPBELL SOUP COMPANY,PREGO,00051000227461,"INGREDIENTS: DICED TOMATOES IN TOMATO JUICE, TOMATO PUREE (WATER, TOMATO PASTE), ONIONS, ROASTED GARLIC, OLIVE OIL, GARLIC, CONTAINS LESS THAN 1% OF: SALT, BASIL, CITRIC ACID, BLACK PEPPER, OREGANO.",Sauces/Spreads/Dips/Condiments,120.0,MLT,2023-10-26,United States,GDSN,prego sauce
2599185,"RXBAR PROTEIN BAR, 1.83 OZ, 10 COUNT",Chicago Bar Company ,RXBAR,00859162007255,"CHOCOLATE SEA SALT - DATES, EGG WHITES, ALMONDS, CASHEWS, CHOCOLATE, COCOA, NATURAL FLAVOR, SEA SALT,COCONUT CHOCOLATE - DATES, EGG WHITES, ALMONDS, CASHEWS, CHOCOLATE, NATURAL FLAVOR, SEA SALT, COCONUT,BLUEBERRY - DATES, EGG WHITES, ALMONDS, CASHEWS, BLUEBERRIES, NATURAL FLAVOR,PEANUT BUTTER CHOCOLATE - DATES, PEANUTS, EGG WHITES, CHOCOLATE, NATURAL FLAVOR, COCOA, SEA SALT",Chocolate,52.0,GRM,2023-07-13,United States,LI,rxbar
1067103,"ORANGE PROTEIN BAR, ORANGE",RXBAR,,193908002813,"DATES, EGG WHITES, CASHEWS, ALMONDS, ORANGES, NATURAL FLAVORS, SEA SALT.","Snack, Energy & Granola Bars",52.0,g,2020-07-30,United States,LI,rxbar
2670061,"12 G. PROTEIN BAR, APPLE CINNAMON",Chicago Bar Company ,RXBAR,857777004171,"DATES, EGG WHITES, ALMONDS, CASHEWS, APPLES, NATURAL FLAVORS, CINNAMON.","Snack, Energy & Granola Bars",52.0,GRM,2023-11-16,United States,LI,rxbar
2429764,"12 G. PROTEIN BAR, MANGO PINEAPPLE",Chicago Bar Company ,RXBAR,859162007187,"DATES, EGG WHITES, ALMONDS, CASHEWS, MANGO, PINEAPPLE, NATURAL FLAVORS.","Snack, Energy & Granola Bars",52.0,g,2022-12-22,United States,LI,rxbar
2434597,"7G. PROTEIN BAR, CHOCOLATE CHIP",Chicago Bar Company ,RXBAR,857777004768,"DATES, EGG WHITES, CASHEWS, ALMONDS, CACAO, COCOA, NATURAL CHOCOLATE FLAVOR, NATURAL VANILLA FLAVOR.","Snack, Energy & Granola Bars",33.0,g,2022-12-22,United States,LI,rxbar
2081644,"KIND, FRUIT & NUT BAR",KIND Inc.,KIND,602652170065,"MIXED NUTS (PEANUTS, ALMONDS, WALNUTS, BRAZIL NUTS), HONEY, NON GMO GLUCOSE, CRISP RICE, CHICORY ROOT FIBER, FLAX SEEDS, SOY LECITHIN.","Snack, Energy & Granola Bars",40.0,g,2021-10-28,United States,LI,kind bar
2081645,"KIND, FRUIT & NUT BAR IN YOGURT",KIND Inc.,KIND,602652170072,"MIXED NUTS (PEANUTS, ALMONDS, BRAZIL NUTS, WALNUTS), HONEY, SUGAR, DRIED FRUIT (SULTANAS, DATES, RAISINS), NON GMO GLUCOSE, PALM KERNEL OIL, CRISP RICE, APRICOTS, APPLE JUICE, WHEY, SKIM MILK, POWDERED YOGURT, VEGETABLE GLYCERINE, FLAX SEEDS, SOY LECITHIN, CHICORY ROOT FIBER, VANILLA, CITRUS PECTIN, NATURAL APRICOT FLAVOR.","Snack, Energy & Granola Bars",40.0,g,2021-10-28,United States,LI,kind bar
2081642,"KIND, FRUIT & NUT DELIGHT BAR",KIND Inc.,KIND,602652170041,"MIXED NUTS (PEANUTS, ALMONDS, BRAZIL NUTS, WALNUTS), HONEY, DRIED FRUIT (SULTANAS, DATES, RAISINS), NON GMO GLUCOSE, CRISP RICE, APRICOTS, APPLE JUICE, VEGETABLE GLYCERINE, FLAX SEEDS, SOY LECITHIN, CHICORY ROOT FIBER, CITRUS PECTIN, NATURAL APRICOT FLAVOR.","Snack, Energy & Granola Bars",40.0,g,2021-10-28,United States,LI,kind bar
1907513,"KIND, FRUIT & NUT BAR, ALMONDS & APRICOTS IN YOGURT",KIND Inc.,KIND,602652170034,"ALMONDS, COCONUT, HONEY, NON GMO GLUCOSE, SUGAR, PALM KERNEL OIL, APRICOTS, APPLE JUICE, CRISP RICE, VEGETABLE GLYCERINE, WHEY, SKIN MILK, POWDERED YOGURT, SOY LECITHIN , CHICORY ROOT FIBER, CITRUS PECTIN, VANILLA, NATURAL APRICOT FLAVOR.","Snack, Energy & Granola Bars",40.0,g,2021-07-29,United States,LI,kind bar
2079416,"KIND, HICKORY SMOKED BOLD SAVORY SNACK BAR",KIND Inc.,KIND,602652184284,"ALMONDS, PUMPKIN SEEDS, HONEY, GLUCOSE SYRUP, PEA CRISP (PEA PROTEIN ISOLATE, RICE FLOUR, RICE STARCH), HEMP SEEDS, SMOKED SEA SALT, SUNFLOWER LECITHIN, ONION POWDER, GARLIC POWDER, NATURAL SMOKE FLAVOR.","Snack, Energy & Granola Bars",45.0,g,2021-10-28,United States,LI,kind bar
2693296,Annie's Organic Ketchup,GENERAL MILLS SALES INC.,Annie's,00092325222250,"TOMATO PASTE*, WATER, CANE SUGAR*, DISTILLED WHITE VINEGAR*, SEA SALT, DRIED ONION*, ALLSPICE*, CLOVE*. *ORGANIC",Sauces/Spreads/Dips/Condiments,17.0,GRM,2024-05-16,United States,GDSN,annie organic
1456718,Annie's Organic Ketchup,GENERAL MILLS SALES INC.,Annie's,00013562002580,"TOMATO PASTE*, WATER, CANE SUGAR*, DISTILLED WHITE VINEGAR*, SEA SALT, DRIED ONION*, ALLSPICE*, CLOVE*. *ORGANIC",Sauces/Spreads/Dips/Condiments,17.0,g,2021-03-19,United States,GDSN,annie organic
2516800,Annie's Organic Animal Cookies,GENERAL MILLS SALES INC.,Annie's,00013562001248,"Organic Whole Wheat Flour, Organic Wheat Flour, Organic Cane Sugar, Organic Expeller-Pressed Sunflower Oil, Organic Invert Cane Syrup, Calcium Carbonate, Organic Natural Flavor, Sea Salt, Leavening (baking soda, ammonium bicarbonate), Mixed Tocopherols (vitamin E) to Protect Flavor.",Biscuits/Cookies,30.0,GRM,2023-04-27,United States,GDSN,annie organic
2693298,Annie's Organic Dijon Mustard,GENERAL MILLS SALES INC.,Annie's,00092325222236,"DISTILLED WHITE VINEGAR*, WATER, MUSTARD SEED*, SEA SALT, CLOVE*. *ORGANIC",Sauces/Spreads/Dips/Condiments,5.0,GRM,2024-05-16,United States,GDSN,annie organic
2693299,Annie's Organic Honey Mustard,GENERAL MILLS SALES INC.,Annie's,00092325222229,"APPLE CIDER VINEGAR*, WATER, MUSTARD SEED*, SEA SALT, CANE SUGAR*, HONEY*, CINNAMON*. *ORGANIC",Sauces/Spreads/Dips/Condiments,6.0,GRM,2024-05-16,United States,GDSN,annie organic
2741809,Betty Crocker Mashed Potatoes,GENERAL MILLS SALES INC.,Betty Crocker,00016000416109,"POTATOES*, MONO AND DIGLYCERIDES. FRESHNESS PRESERVED BY SODIUM ACID PYROPHOSPHATE, SODIUM BISULFITE AND CITRIC ACID. *DRIED",Vegetable Based Products / Meals,23.0,GRM,2025-08-21,US,GDSN,betty crocker
2743666,Betty Crocker Mashed Potatoes,GENERAL MILLS SALES INC.,Betty Crocker,00016000416604,"Potatoes*, Mono and Diglycerides. Freshness Preserved by Sodium Acid Pyrophosphate, Sodium Bisulfite, and Citric Acid. *DRIED ",Vegetable Based Products / Meals,23.0,GRM,2025-09-18,US,GDSN,betty crocker
2613183,Betty Crocker Julienne Potatoes,GENERAL MILLS SALES INC.,Betty Crocker,00016000418202,"Potato, Enriched Flour (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Maltodextrin, Corn Starch, Salt, Onion*, Modified Whey, Potassium Phosphate, Vegetable Oil (canola, soybean, and/or sunflower oill). Contains 0.5% or less of: Whey, Garlic*, Cheddar Cheese* (cultured milk, salt, enzymes), Monoglycerides, Lactic Acid, Nonfat Milk*, Calcium Lactate, Color (annatto & turmeric extract), Sodium Phosphate, Blue Cheese* (cultured milk, salt, enzymes), Chicken Broth*, Natural Flavor, Silicon Dioxide (anticaking agent), Buttermilk, Coconut Oil, Pea Protein Isolate, Rice Flour, Spice. Freshness Preserved by Sodium Bisulfite. *DRIED",Vegetable Based Products / Meals,26.0,GRM,2023-08-31,United States,GDSN,betty crocker
2753800,Betty Crocker Scalloped Potatoes,GENERAL MILLS SALES INC.,Betty Crocker,00016000274891,"Potatoes*, Enriched Flour (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Maltodextrin, Corn Starch, Salt, Potassium Phosphate. Contains 0.5% or less of: Vegetable Oil (canola, soybean, and/or sunflower oil), Onion*, Spice, Celery*, Monoglycerides, Whey, Cheddar Cheese* (cultured milk, salt, enzymes), Lactic Acid, Calcium Lactate, Nonfat Milk*, Chicken Broth*, Silicon Dioxide (anticaking agent), Color (annatto & turmeric extract), Sodium Phosphate, Natural Flavor, Blue Cheese* (cultured milk, salt, enzymes), Buttermilk, Coconut Oil, Pea Protein Isolate, Rice Flour. Freshness Preserved by Sodium Bisulfite. *DRIED",Vegetable Based Products / Meals,27.0,GRM,2026-02-19,US,GDSN,betty crocker
2741092,Betty Crocker Scalloped Potatoes,GENERAL MILLS SALES INC.,Betty Crocker,00016000219960,"Potatoes*, Corn Starch, Maltodextrin, Enriched Flour (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Salt, Modified Whey, Onion*, Garlic*, Potassium Phosphate. Contains 0.5% or less of: Vegetable Oil (canola, high oleic soybean, and/or sunflower oil), Cheddar Cheese (milk, salt, cultures, enzymes), Whey, Leek*, Buttermilk, Monoglycerides, Parsley*, Natural Flavor, Coconut Oil, Lactic Acid, Sodium Phosphate, Calcium Lactate, Yeast Extract, Blue Cheese* (milk, salt, cultures, enzymes), Color (annatto extract), Silicon Dioxide (anticaking agent). Freshness Preserved by Sodium Bisulfite. *DRIED",Vegetable Based Products / Meals,28.0,GRM,2025-08-21,US,GDSN,betty crocker
2524338,"GREAT VALUE, CRISP RICE CEREAL","Wal-Mart Stores, Inc.",GREAT VALUE,078742076201,"RICE, SUGAR, SALT, MALT SYRUP. VITAMINS AND MINERALS: SODIUM ASCORBATE (VITAMIN C), REDUCED IRON, ALPHA TOCOPHEROL ACETATE (VITAMIN E), NIACINAMIDE, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID, VITAMIN D, VITAMIN B12. BHT ADDED TO PACKAGING MATERIAL TO HELP PRESERVE FRESHNESS. ",Cereal,33.0,MG,2023-04-27,United States,LI,great value cereal
2524567,"GREAT VALUE, CRUNCHY NUGGETS CEREAL","Wal-Mart Stores, Inc.",GREAT VALUE,078742230337,"WHOLE GRAIN WHEAT FLOUR, MALTED BARLEY FLOUR, SALT, YEAST, REDUCED IRON, NIACINAMIDE, ZINC OXIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), VITAMIN A PALMITATE, THIAMINE MONONITRATE (VITAMIN B1), FOLIC ACID, VITAMIN B12, VITAMIN D. ",Cereal,58.0,MG,2023-04-27,United States,LI,great value cereal
2021102,"GREAT VALUE, WHOLE GRAIN OAT CEREAL","Wal-Mart Stores, Inc.",GREAT VALUE,078742075839,"WHOLE GRAIN OAT FLOUR (INCLUDED THE OAT BRAN), WHEAT STARCH, SUGAR, MODIFIED CORNSTARCH, OAT FIBER, SALT, OAT EXTRACT, CALCIUM CARBONATE, DICALCIUM PHOSPHATE, TRIPOTASSIUM PHOSPHATE, IRON AND ZINC (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), NIACINAMIDE, VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMINE MONONITRATE (VITAMIN B1), FOLIC ACID, VITAMIN D, VITAMIN B12. ",Cereal,28.0,g,2021-10-28,United States,LI,great value cereal
2008921,"GREAT VALUE, LEMONADE","Wal-Mart Stores, Inc.",GREAT VALUE,078742378213,"HIGH FRUCTOSE CORN SYRUP, WATER, CONCENTRATED LEMON JUICE, LEMON PULP, SUGAR SYRUP, LEMON OIL.",Frozen Fruit & Fruit Juice Concentrates,50.0,g,2021-10-28,United States,LI,great value cereal
2013118,"GREAT VALUE, CRUNCHY HONEY OATS WITH ALMONDS CEREAL","Wal-Mart Stores, Inc.",GREAT VALUE,078742091297,"DEGERMED YELLOW CORN MEAL, WHOLE GRAIN WHEAT, GRANOLA CLUSTERS (WHOLE GRAIN ROLLED OATS, BROWN SUGAR, CRISP RICE [ RICE, SALT, MALT], WHOLE GRAIN ROLLED WHEAT, OAT FLOUR, CANOLA OIL, MOLASSES, HONEY, NATURAL AND ARTIFICIAL FLAVORS, SALT, PRESERVATIVE [ BHT]), SUGAR, ALMONDS, SALT, MALT EXTRACT, CORN SYRUP, HONEY, NATURAL AND ARTIFICIAL FLAVOR, CINNAMON, VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE, ASCORBIC ACID), IRON (FERROUS FUMARATE, FERRIC ORTHOPHOSPHATE), VITAMIN A PALMITATE, CALCIUM (CALCIUM CARBONATE), NIACINAMIDE, VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN D (CHOLECALCIFEROL), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN), VITAMIN E (ALPHA TOCOPHEROL ACETATE), ZINC (ZINC OXIDE). BHT ADDED TO PACKAGING TO HELP PRESERVE FRESHNESS. ",Cereal,31.0,g,2021-10-28,United States,LI,great value cereal
2288804,"KROGER, APPLESAUCE",The Kroger Co.,KROGER,011110819222,"APPLES, WATER, ASCORBIC ACID (VITAMIN C).",Wholesome Snacks,113.0,g,2022-05-23,United States,LI,kroger
2037409,"KROGER, BRAUNSCHWEIGER",The Kroger Co.,KROGER,011110970657,"PORK LIVERS, PORK FAT, WATER, MODIFIED FOOD STARCH (CORN), DEXTROSE, CORN SYRUP, SALT, CONTAINS 2% OR LESS OF: POTASSIUM LACTATE, SODIUM PHOSPHATES, FLAVORINGS, SODIUM DIACETATE, SODIUM ERYTHORBATE, SODIUM NITRITE, BEEF, CITRIC ACID.","Pepperoni, Salami & Cold Cuts",56.0,g,2021-10-28,United States,LI,kroger
2035939,"KROGER, CAULIFLOWER",The Kroger Co.,KROGER,011110897275,CAULIFLOWER.,Frozen Vegetables,86.0,g,2021-10-28,United States,LI,kroger
2031478,"KROGER, MARGARINE",The Kroger Co.,KROGER,011110870711,"LIQUID SOYBEAN OIL, PALM OIL AND PALM KERNEL OIL, WATER, CANOLA OIL, SALT WHEY, (MIL), VEGETABLE MONO & DIGLYCERIDES, SOYBEAN LECITHIN ( SOY), POTASSIUM SORBATE AND CITRIC ACID ADDED AS PRESERVATIVES, NATURAL AND ARTIFICIAL FLAVOR, COLORED, WITH BETA CAROTENE, VITAMIN A PALMITATE ADDED.",Butter & Spread,14.0,g,2021-10-28,United States,LI,kroger
2031434,"KROGER, 100% JUICE",The Kroger Co.,KROGER,011110877857,"CONCENTRATED APPLE JUICE,ASCORBIC ACID (VITAMIN C)",Frozen Fruit & Fruit Juice Concentrates,71.0,g,2021-10-28,United States,LI,kroger
2077150,"NATURE'S OWN, SPECIALTY HONEY WHEAT BREAD","Flowers Foods, Inc.",NATURE'S OWN,072250914765,"WHOLE WHEAT FLOUR, WATER, BROWN SUGAR, HONEY, WHEAT GLUTEN, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: YEAST, RAISIN JUICE CONCENTRATE, SOYBEAN OIL, SALT CULTURED WHEAT FLOUR, VINEGAR, DOUGH CONDITIONERS (CONTAINS ONE OR MORE OF THE FOLLOWING: SODIUM STEAROYL LACTYLATE, CALCIUM STEAROYL LACTYLATE, MONOGLYCERIDES AND/OR DIGLYCERIDES, CALCIUM PEROXIDE, CALCIUM IODATE, DATEM, ETHOXYLATED MONO- AND DIGLYCERIDES, ENZYMES), SOY LECITHIN CALCIUM SULFATE, WHEAT STARCH., TOPPED WITH WHEAT BRAN.",Breads & Buns,43.0,g,2021-10-28,United States,LI,nature own bread
